,Sample_ID,Sample_Name,I7_Index_ID,Brain region,RNAseq/ATACseq,Enrichment,Sample_Name_original,Sample_Name_normalized
16,IGF127343,DSP-1001660011791-E-B07,,,,,DSP-1001660011791-E-B07,DSP_1001660011791_E_B07
17,IGF127344,DSP-1001660011791-E-B08,,,,,DSP-1001660011791-E-B08,DSP_1001660011791_E_B08
18,IGF127345,DSP-1001660011791-E-B09,,,,,DSP-1001660011791-E-B09,DSP_1001660011791_E_B09
19,IGF127346,DSP-1001660011791-E-B10,,,,,DSP-1001660011791-E-B10,DSP_1001660011791_E_B10
20,IGF127347,DSP-1001660011791-E-B11,,,,,DSP-1001660011791-E-B11,DSP_1001660011791_E_B11
21,IGF127348,DSP-1001660011791-E-B12,,,,,DSP-1001660011791-E-B12,DSP_1001660011791_E_B12
22,IGF127349,DSP-1001660011791-E-C01,,,,,DSP-1001660011791-E-C01,DSP_1001660011791_E_C01
23,IGF127350,DSP-1001660011791-E-C02,,,,,DSP-1001660011791-E-C02,DSP_1001660011791_E_C02
24,IGF127351,DSP-1001660011791-E-C03,,,,,DSP-1001660011791-E-C03,DSP_1001660011791_E_C03
25,IGF127352,DSP-1001660011791-E-C04,,,,,DSP-1001660011791-E-C04,DSP_1001660011791_E_C04
26,IGF127353,DSP-1001660011791-E-C05,,,,,DSP-1001660011791-E-C05,DSP_1001660011791_E_C05
27,IGF127354,DSP-1001660011791-E-C06,,,,,DSP-1001660011791-E-C06,DSP_1001660011791_E_C06
28,IGF127355,DSP-1001660011791-E-C07,,,,,DSP-1001660011791-E-C07,DSP_1001660011791_E_C07
29,IGF127356,DSP-1001660011791-E-C08,,,,,DSP-1001660011791-E-C08,DSP_1001660011791_E_C08
30,IGF127357,DSP-1001660011791-E-C09,,,,,DSP-1001660011791-E-C09,DSP_1001660011791_E_C09
31,IGF127358,DSP-1001660011791-E-C10,,,,,DSP-1001660011791-E-C10,DSP_1001660011791_E_C10
32,IGF127359,DSP-1001660011791-E-C11,,,,,DSP-1001660011791-E-C11,DSP_1001660011791_E_C11
33,IGF127360,DSP-1001660011791-E-C12,,,,,DSP-1001660011791-E-C12,DSP_1001660011791_E_C12
34,IGF127361,DSP-1001660011791-E-D01,,,,,DSP-1001660011791-E-D01,DSP_1001660011791_E_D01
35,IGF127362,DSP-1001660011791-E-D02,,,,,DSP-1001660011791-E-D02,DSP_1001660011791_E_D02
36,IGF127363,DSP-1001660011791-E-D03,,,,,DSP-1001660011791-E-D03,DSP_1001660011791_E_D03
37,IGF127364,DSP-1001660011791-E-D04,,,,,DSP-1001660011791-E-D04,DSP_1001660011791_E_D04
38,IGF127365,DSP-1001660011791-E-D05,,,,,DSP-1001660011791-E-D05,DSP_1001660011791_E_D05
39,IGF127366,DSP-1001660011791-E-D06,,,,,DSP-1001660011791-E-D06,DSP_1001660011791_E_D06
40,IGF127367,DSP-1001660011791-E-D07,,,,,DSP-1001660011791-E-D07,DSP_1001660011791_E_D07
41,IGF127368,DSP-1001660011791-E-D08,,,,,DSP-1001660011791-E-D08,DSP_1001660011791_E_D08
42,IGF127369,DSP-1001660011791-E-D09,,,,,DSP-1001660011791-E-D09,DSP_1001660011791_E_D09
43,IGF127370,DSP-1001660011791-E-D10,,,,,DSP-1001660011791-E-D10,DSP_1001660011791_E_D10
44,IGF127371,DSP-1001660011791-E-D11,,,,,DSP-1001660011791-E-D11,DSP_1001660011791_E_D11
45,IGF127372,DSP-1001660011791-E-D12,,,,,DSP-1001660011791-E-D12,DSP_1001660011791_E_D12
46,IGF127373,DSP-1001660011791-E-E01,,,,,DSP-1001660011791-E-E01,DSP_1001660011791_E_E01
47,IGF127374,DSP-1001660011791-E-E02,,,,,DSP-1001660011791-E-E02,DSP_1001660011791_E_E02
48,IGF127375,DSP-1001660011791-E-E03,,,,,DSP-1001660011791-E-E03,DSP_1001660011791_E_E03
49,IGF127376,DSP-1001660011791-E-E04,,,,,DSP-1001660011791-E-E04,DSP_1001660011791_E_E04
50,IGF127377,DSP-1001660011791-E-E05,,,,,DSP-1001660011791-E-E05,DSP_1001660011791_E_E05
51,IGF127378,DSP-1001660011791-E-E06,,,,,DSP-1001660011791-E-E06,DSP_1001660011791_E_E06
52,IGF127379,DSP-1001660011791-E-E07,,,,,DSP-1001660011791-E-E07,DSP_1001660011791_E_E07
53,IGF127380,DSP-1001660011791-E-E08,,,,,DSP-1001660011791-E-E08,DSP_1001660011791_E_E08
54,IGF127381,DSP-1001660011791-E-E09,,,,,DSP-1001660011791-E-E09,DSP_1001660011791_E_E09
55,IGF127382,DSP-1001660011791-E-E10,,,,,DSP-1001660011791-E-E10,DSP_1001660011791_E_E10
56,IGF127383,DSP-1001660011791-E-E11,,,,,DSP-1001660011791-E-E11,DSP_1001660011791_E_E11
57,IGF127384,DSP-1001660011791-E-E12,,,,,DSP-1001660011791-E-E12,DSP_1001660011791_E_E12
58,IGF127385,DSP-1001660011791-E-F01,,,,,DSP-1001660011791-E-F01,DSP_1001660011791_E_F01
59,IGF127386,DSP-1001660011791-E-F02,,,,,DSP-1001660011791-E-F02,DSP_1001660011791_E_F02
60,IGF127387,DSP-1001660011791-E-F03,,,,,DSP-1001660011791-E-F03,DSP_1001660011791_E_F03
61,IGF127388,DSP-1001660011791-E-F04,,,,,DSP-1001660011791-E-F04,DSP_1001660011791_E_F04
62,IGF127389,DSP-1001660011791-E-F05,,,,,DSP-1001660011791-E-F05,DSP_1001660011791_E_F05
63,IGF127390,DSP-1001660011791-E-F06,,,,,DSP-1001660011791-E-F06,DSP_1001660011791_E_F06
64,IGF127391,DSP-1001660011791-E-F07,,,,,DSP-1001660011791-E-F07,DSP_1001660011791_E_F07
65,IGF127392,DSP-1001660011791-E-F08,,,,,DSP-1001660011791-E-F08,DSP_1001660011791_E_F08
66,IGF127393,DSP-1001660011791-E-F09,,,,,DSP-1001660011791-E-F09,DSP_1001660011791_E_F09
67,IGF127394,DSP-1001660011791-E-F10,,,,,DSP-1001660011791-E-F10,DSP_1001660011791_E_F10
68,IGF127395,DSP-1001660011791-E-F11,,,,,DSP-1001660011791-E-F11,DSP_1001660011791_E_F11
69,IGF127396,DSP-1001660011791-E-F12,,,,,DSP-1001660011791-E-F12,DSP_1001660011791_E_F12
70,IGF127397,DSP-1001660011791-E-G01,,,,,DSP-1001660011791-E-G01,DSP_1001660011791_E_G01
71,IGF127398,DSP-1001660011791-E-G02,,,,,DSP-1001660011791-E-G02,DSP_1001660011791_E_G02
72,IGF127399,DSP-1001660011791-E-G03,,,,,DSP-1001660011791-E-G03,DSP_1001660011791_E_G03
73,IGF127400,DSP-1001660011791-E-G04,,,,,DSP-1001660011791-E-G04,DSP_1001660011791_E_G04
74,IGF127401,DSP-1001660011791-E-G05,,,,,DSP-1001660011791-E-G05,DSP_1001660011791_E_G05
75,IGF127402,DSP-1001660011791-E-G06,,,,,DSP-1001660011791-E-G06,DSP_1001660011791_E_G06
76,IGF127403,DSP-1001660011791-E-G07,,,,,DSP-1001660011791-E-G07,DSP_1001660011791_E_G07
77,IGF127404,DSP-1001660011791-E-G08,,,,,DSP-1001660011791-E-G08,DSP_1001660011791_E_G08
78,IGF127405,DSP-1001660011791-E-G09,,,,,DSP-1001660011791-E-G09,DSP_1001660011791_E_G09
79,IGF127406,DSP-1001660011791-E-G10,,,,,DSP-1001660011791-E-G10,DSP_1001660011791_E_G10
80,IGF127407,DSP-1001660011791-E-G11,,,,,DSP-1001660011791-E-G11,DSP_1001660011791_E_G11
81,IGF127408,DSP-1001660011791-E-G12,,,,,DSP-1001660011791-E-G12,DSP_1001660011791_E_G12
82,IGF127409,DSP-1001660011791-E-H01,,,,,DSP-1001660011791-E-H01,DSP_1001660011791_E_H01
83,IGF127410,DSP-1001660011791-E-H02,,,,,DSP-1001660011791-E-H02,DSP_1001660011791_E_H02
84,IGF127411,DSP-1001660011791-E-H03,,,,,DSP-1001660011791-E-H03,DSP_1001660011791_E_H03
85,IGF127412,DSP-1001660011791-E-H04,,,,,DSP-1001660011791-E-H04,DSP_1001660011791_E_H04
86,IGF127413,DSP-1001660011791-E-H05,,,,,DSP-1001660011791-E-H05,DSP_1001660011791_E_H05
87,IGF127414,DSP-1001660011791-E-H06,,,,,DSP-1001660011791-E-H06,DSP_1001660011791_E_H06
88,IGF127415,DSP-1001660011791-E-H07,,,,,DSP-1001660011791-E-H07,DSP_1001660011791_E_H07
89,IGF127416,DSP-1001660011791-E-H08,,,,,DSP-1001660011791-E-H08,DSP_1001660011791_E_H08
90,IGF127417,DSP-1001660011791-E-H09,,,,,DSP-1001660011791-E-H09,DSP_1001660011791_E_H09
91,IGF127418,DSP-1001660011791-E-H10,,,,,DSP-1001660011791-E-H10,DSP_1001660011791_E_H10
92,IGF127419,DSP-1001660011791-E-H11,,,,,DSP-1001660011791-E-H11,DSP_1001660011791_E_H11
93,IGF127420,DSP-1001660011791-E-H12,,,,,DSP-1001660011791-E-H12,DSP_1001660011791_E_H12
94,IGF127421,DSP-1001660011570-C-A01,,,,,DSP-1001660011570-C-A01,DSP_1001660011570_C_A01
95,IGF127422,DSP-1001660011570-C-A02,,,,,DSP-1001660011570-C-A02,DSP_1001660011570_C_A02
96,IGF127423,DSP-1001660011570-C-A03,,,,,DSP-1001660011570-C-A03,DSP_1001660011570_C_A03
97,IGF127424,DSP-1001660011570-C-A04,,,,,DSP-1001660011570-C-A04,DSP_1001660011570_C_A04
98,IGF127425,DSP-1001660011570-C-A05,,,,,DSP-1001660011570-C-A05,DSP_1001660011570_C_A05
99,IGF127426,DSP-1001660011570-C-A06,,,,,DSP-1001660011570-C-A06,DSP_1001660011570_C_A06
100,IGF127427,DSP-1001660011570-C-A07,,,,,DSP-1001660011570-C-A07,DSP_1001660011570_C_A07
101,IGF127428,DSP-1001660011570-C-A08,,,,,DSP-1001660011570-C-A08,DSP_1001660011570_C_A08
102,IGF127429,DSP-1001660011570-C-A09,,,,,DSP-1001660011570-C-A09,DSP_1001660011570_C_A09
103,IGF127430,DSP-1001660011570-C-A10,,,,,DSP-1001660011570-C-A10,DSP_1001660011570_C_A10
104,IGF127431,DSP-1001660011570-C-A11,,,,,DSP-1001660011570-C-A11,DSP_1001660011570_C_A11
105,IGF127432,DSP-1001660011570-C-A12,,,,,DSP-1001660011570-C-A12,DSP_1001660011570_C_A12
106,IGF127433,DSP-1001660011570-C-B01,,,,,DSP-1001660011570-C-B01,DSP_1001660011570_C_B01
107,IGF127434,DSP-1001660011570-C-B02,,,,,DSP-1001660011570-C-B02,DSP_1001660011570_C_B02
108,IGF127435,DSP-1001660011570-C-B03,,,,,DSP-1001660011570-C-B03,DSP_1001660011570_C_B03
109,IGF127436,DSP-1001660011570-C-B04,,,,,DSP-1001660011570-C-B04,DSP_1001660011570_C_B04
110,IGF127437,DSP-1001660011570-C-B05,,,,,DSP-1001660011570-C-B05,DSP_1001660011570_C_B05
111,IGF127438,DSP-1001660011570-C-B06,,,,,DSP-1001660011570-C-B06,DSP_1001660011570_C_B06
112,IGF127439,DSP-1001660011570-C-B07,,,,,DSP-1001660011570-C-B07,DSP_1001660011570_C_B07
113,IGF127440,DSP-1001660011570-C-B08,,,,,DSP-1001660011570-C-B08,DSP_1001660011570_C_B08
114,IGF127441,DSP-1001660011570-C-B09,,,,,DSP-1001660011570-C-B09,DSP_1001660011570_C_B09
115,IGF127442,DSP-1001660011570-C-B10,,,,,DSP-1001660011570-C-B10,DSP_1001660011570_C_B10
116,IGF127443,DSP-1001660011570-C-B11,,,,,DSP-1001660011570-C-B11,DSP_1001660011570_C_B11
117,IGF127444,DSP-1001660011570-C-B12,,,,,DSP-1001660011570-C-B12,DSP_1001660011570_C_B12
118,IGF127445,DSP-1001660011570-C-C01,,,,,DSP-1001660011570-C-C01,DSP_1001660011570_C_C01
119,IGF127446,DSP-1001660011570-C-C02,,,,,DSP-1001660011570-C-C02,DSP_1001660011570_C_C02
120,IGF127447,DSP-1001660011570-C-C03,,,,,DSP-1001660011570-C-C03,DSP_1001660011570_C_C03
121,IGF127448,DSP-1001660011570-C-C04,,,,,DSP-1001660011570-C-C04,DSP_1001660011570_C_C04
122,IGF127449,DSP-1001660011570-C-C05,,,,,DSP-1001660011570-C-C05,DSP_1001660011570_C_C05
123,IGF127450,DSP-1001660011570-C-C06,,,,,DSP-1001660011570-C-C06,DSP_1001660011570_C_C06
124,IGF127451,DSP-1001660011570-C-C07,,,,,DSP-1001660011570-C-C07,DSP_1001660011570_C_C07
125,IGF127452,DSP-1001660011570-C-C08,,,,,DSP-1001660011570-C-C08,DSP_1001660011570_C_C08
126,IGF127453,DSP-1001660011570-C-C09,,,,,DSP-1001660011570-C-C09,DSP_1001660011570_C_C09
127,IGF127454,DSP-1001660011570-C-C10,,,,,DSP-1001660011570-C-C10,DSP_1001660011570_C_C10
128,IGF127455,DSP-1001660011570-C-C11,,,,,DSP-1001660011570-C-C11,DSP_1001660011570_C_C11
129,IGF127456,DSP-1001660011570-C-C12,,,,,DSP-1001660011570-C-C12,DSP_1001660011570_C_C12
130,IGF127457,DSP-1001660011570-C-D01,,,,,DSP-1001660011570-C-D01,DSP_1001660011570_C_D01
131,IGF127458,DSP-1001660011570-C-D02,,,,,DSP-1001660011570-C-D02,DSP_1001660011570_C_D02
132,IGF127459,DSP-1001660011570-C-D03,,,,,DSP-1001660011570-C-D03,DSP_1001660011570_C_D03
133,IGF127460,DSP-1001660011570-C-D04,,,,,DSP-1001660011570-C-D04,DSP_1001660011570_C_D04
134,IGF127461,DSP-1001660011570-C-D05,,,,,DSP-1001660011570-C-D05,DSP_1001660011570_C_D05
135,IGF127462,DSP-1001660011570-C-D06,,,,,DSP-1001660011570-C-D06,DSP_1001660011570_C_D06
136,IGF127463,DSP-1001660011570-C-D07,,,,,DSP-1001660011570-C-D07,DSP_1001660011570_C_D07
137,IGF127464,DSP-1001660011570-C-D08,,,,,DSP-1001660011570-C-D08,DSP_1001660011570_C_D08
138,IGF127465,DSP-1001660011570-C-D09,,,,,DSP-1001660011570-C-D09,DSP_1001660011570_C_D09
139,IGF127466,DSP-1001660011570-C-D10,,,,,DSP-1001660011570-C-D10,DSP_1001660011570_C_D10
140,IGF127467,DSP-1001660011570-C-D11,,,,,DSP-1001660011570-C-D11,DSP_1001660011570_C_D11
141,IGF127468,DSP-1001660011570-C-D12,,,,,DSP-1001660011570-C-D12,DSP_1001660011570_C_D12
142,IGF127469,DSP-1001660011570-C-E01,,,,,DSP-1001660011570-C-E01,DSP_1001660011570_C_E01
143,IGF127470,DSP-1001660011570-C-E02,,,,,DSP-1001660011570-C-E02,DSP_1001660011570_C_E02
144,IGF127471,DSP-1001660011570-C-E03,,,,,DSP-1001660011570-C-E03,DSP_1001660011570_C_E03
145,IGF127472,DSP-1001660011570-C-E04,,,,,DSP-1001660011570-C-E04,DSP_1001660011570_C_E04
146,IGF127473,DSP-1001660011570-C-E05,,,,,DSP-1001660011570-C-E05,DSP_1001660011570_C_E05
147,IGF127474,DSP-1001660011570-C-E06,,,,,DSP-1001660011570-C-E06,DSP_1001660011570_C_E06
148,IGF127475,DSP-1001660011570-C-E07,,,,,DSP-1001660011570-C-E07,DSP_1001660011570_C_E07
149,IGF127476,DSP-1001660011570-C-E08,,,,,DSP-1001660011570-C-E08,DSP_1001660011570_C_E08
0,IGF124025,BBN003-32185-SSC-ENR,SI-TT-H10,SSC,RNAseq,GEN,BBN003-32185-SSC-ENR,BBN003_32185
1,IGF124026,BBN003-32185-SSC-UNS,SI-TT-H9,SSC,RNAseq,UNS,BBN003-32185-SSC-UNS,BBN003_32185
2,IGF124027,BBN003-34161-MTG-UNS,SI-TT-H11,MTG,RNAseq,UNS,BBN003-34161-MTG-UNS,BBN003_34161
3,IGF124028,BBN003-34161-MTG-ENR,SI-TT-H12,MTG,RNAseq,GEN,BBN003-34161-MTG-ENR,BBN003_34161
4,IGF124029,BBN003-32295-SSC-UNS,SI-TT-G5,SSC,RNAseq,UNS,BBN003-32295-SSC-UNS,BBN003_32295
5,IGF124030,BBN003-32295-SSC-ENR,SI-TT-G6,SSC,RNAseq,GEN,BBN003-32295-SSC-ENR,BBN003_32295
6,IGF124031,BBN003-28342-MTG-UNS,SI-TT-G7,MTG,RNAseq,UNS,BBN003-28342-MTG-UNS,BBN003_28342
7,IGF124032,BBN003-28342-MTG-ENR,SI-TT-G8,MTG,RNAseq,GEN,BBN003-28342-MTG-ENR,BBN003_28342
8,IGF124033,BBN-7403-MTG-UNS,SI-TT-G10,MTG,RNAseq,UNS,BBN-7403-MTG-UNS,BBN_7403
9,IGF124034,BBN-7403-MTG-ENR,SI-TT-G9,MTG,RNAseq,GEN,BBN-7403-MTG-ENR,BBN_7403
10,IGF124035,BBN003-26941-SSC-ENR,SI-TT-G11,SSC,RNAseq,GEN,BBN003-26941-SSC-ENR,BBN003_26941
11,IGF124036,BBN003-26941-SSC-UNS,SI-TT-G12,SSC,RNAseq,UNS,BBN003-26941-SSC-UNS,BBN003_26941
12,IGF124037,BBN003-32228-SSC-UNS,SI-TT-H1,SSC,RNAseq,UNS,BBN003-32228-SSC-UNS,BBN003_32228
13,IGF124038,BBN003-32228-SSC-ENR,SI-TT-H2,SSC,RNAseq,GEN,BBN003-32228-SSC-ENR,BBN003_32228
14,IGF124039,BBN-24279-MTG-UNS,SI-TT-H3,MTG,RNAseq,UNS,BBN-24279-MTG-UNS,BBN_24279
15,IGF124040,BBN-24279-MTG-ENR,SI-TT-H4,MTG,RNAseq,GEN,BBN-24279-MTG-ENR,BBN_24279
16,IGF124041,BBN-7545-SSC-UNS,SI-TT-H5,SSC,RNAseq,UNS,BBN-7545-SSC-UNS,BBN_7545
17,IGF124042,BBN-7545-SSC-ENR,SI-TT-H6,SSC,RNAseq,GEN,BBN-7545-SSC-ENR,BBN_7545
18,IGF124043,BBN003-32196-SSC-UNS,SI-TT-A3,SSC,RNAseq,UNS,BBN003-32196-SSC-UNS,BBN003_32196
19,IGF124044,BBN003-32196-SSC-ENR,SI-TT-A4,SSC,RNAseq,GEN,BBN003-32196-SSC-ENR,BBN003_32196
20,IGF124045,BBN-7404-MTG-UNS,SI-TT-A1,MTG,RNAseq,UNS,BBN-7404-MTG-UNS,BBN_7404
21,IGF124046,BBN-7404-MTG-ENR,SI-TT-A2,MTG,RNAseq,GEN,BBN-7404-MTG-ENR,BBN_7404
22,IGF124047,BBN003-32201-SSC-UNS,SI-TT-A5,SSC,RNAseq,UNS,BBN003-32201-SSC-UNS,BBN003_32201
23,IGF124048,BBN003-32201-SSC-ENR,SI-TT-A6,SSC,RNAseq,GEN,BBN003-32201-SSC-ENR,BBN003_32201
24,IGF124049,BBN003-32235-SSC-UNS,SI-TT-A7,SSC,RNAseq,UNS,BBN003-32235-SSC-UNS,BBN003_32235
25,IGF124050,BBN003-32235-SSC-ENR,SI-TT-A8,SSC,RNAseq,GEN,BBN003-32235-SSC-ENR,BBN003_32235
26,IGF124051,BBN003-32295-MTG-ENR,SI-TT-A10,MTG,RNAseq,GEN,BBN003-32295-MTG-ENR,BBN003_32295
27,IGF124052,BBN003-32295-MTG-UNS,SI-TT-A9,MTG,RNAseq,UNS,BBN003-32295-MTG-UNS,BBN003_32295
28,IGF124053,BBN003-26333-SSC-UNS,SI-TT-A11,SSC,RNAseq,UNS,BBN003-26333-SSC-UNS,BBN003_26333
29,IGF124054,BBN003-26333-SSC-ENR,SI-TT-A12,SSC,RNAseq,GEN,BBN003-26333-SSC-ENR,BBN003_26333
30,IGF124055,BBN003-28342-SSC-ENR,SI-TT-B2,SSC,RNAseq,GEN,BBN003-28342-SSC-ENR,BBN003_28342
31,IGF124056,BBN003-28342-SSC-UNS,SI-TT-B1,SSC,RNAseq,UNS,BBN003-28342-SSC-UNS,BBN003_28342
32,IGF124057,BBN-7545-MTG-UNS,SI-TT-B4,MTG,RNAseq,UNS,BBN-7545-MTG-UNS,BBN_7545
33,IGF124058,BBN-7545-MTG-ENR,SI-TT-B5,MTG,RNAseq,GEN,BBN-7545-MTG-ENR,BBN_7545
34,IGF124059,BBN-24279-SSC-UNS-,SI-TT-B6,SSC,RNAseq,UNS,BBN-24279-SSC-UNS-,BBN_24279
35,IGF124060,BBN-24279-SSC-ENR,SI-TT-B7,SSC,RNAseq,GEN,BBN-24279-SSC-ENR,BBN_24279
36,IGF124061,BBN-7115-MTG-UNS,SI-TT-B8,MTG,RNAseq,UNS,BBN-7115-MTG-UNS,BBN_7115
37,IGF124062,BBN-7115-MTG-ENR-,SI-TT-B9,MTG,RNAseq,GEN,BBN-7115-MTG-ENR-,BBN_7115
38,IGF124063,BBN-14801-SSC-UNS,SI-TT-B10,SSC,RNAseq,UNS,BBN-14801-SSC-UNS,BBN_14801
39,IGF124064,BBN-14801-SSC-ENR,SI-TT-B11,SSC,RNAseq,GEN,BBN-14801-SSC-ENR,BBN_14801
40,IGF124065,BBN-7115-SSC-UNS,SI-TT-C5,SSC,RNAseq,UNS,BBN-7115-SSC-UNS,BBN_7115
41,IGF124066,BBN-7115-SSC-ENR,SI-TT-C6,SSC,RNAseq,GEN,BBN-7115-SSC-ENR,BBN_7115
42,IGF124067,BBN-7404-SSC-UNS,SI-TT-C4,SSC,RNAseq,UNS,BBN-7404-SSC-UNS,BBN_7404
43,IGF124068,BBN-7404-SSC-ENR,SI-TT-C7,SSC,RNAseq,GEN,BBN-7404-SSC-ENR,BBN_7404
44,IGF124069,BBN-14801-MTG-UNS,SI-TT-C8,MTG,RNAseq,UNS,BBN-14801-MTG-UNS,BBN_14801
45,IGF124070,BBN-14801-MTG-ENR,SI-TT-C9,MTG,RNAseq,GEN,BBN-14801-MTG-ENR,BBN_14801
46,IGF124071,BBN-19214-MTG-UNS,SI-TT-D2,MTG,RNAseq,UNS,BBN-19214-MTG-UNS,BBN_19214
47,IGF124072,BBN-19214-MTG-ENR,SI-TT-D3,MTG,RNAseq,GEN,BBN-19214-MTG-ENR,BBN_19214
48,IGF124073,BBN-7403-SSC-UNS,SI-TT-C10,SSC,RNAseq,UNS,BBN-7403-SSC-UNS,BBN_7403
49,IGF124074,BBN-7403-SSC-ENR,SI-TT-C11,SSC,RNAseq,GEN,BBN-7403-SSC-ENR,BBN_7403
50,IGF124075,BBN003-33729-SSC-UNS,SI-TT-C12,SSC,RNAseq,UNS,BBN003-33729-SSC-UNS,BBN003_33729
51,IGF124076,BBN003-33729-SSC-ENR,SI-TT-D1,SSC,RNAseq,GEN,BBN003-33729-SSC-ENR,BBN003_33729
52,IGF124077,BBN003-26951-SSC-UNS,SI-TT-D4,SSC,RNAseq,UNS,BBN003-26951-SSC-UNS,BBN003_26951
53,IGF124078,BBN003-26951--SSC-ENR,SI-TT-D5,SSC,RNAseq,GEN,BBN003-26951--SSC-ENR,BBN003_26951
54,IGF124079,BBN-19214-SSC-UNS,SI-TT-E1,SSC,RNAseq,UNS,BBN-19214-SSC-UNS,BBN_19214
55,IGF124080,BBN-19214-SSC-ENR,SI-TT-E2,SSC,RNAseq,GEN,BBN-19214-SSC-ENR,BBN_19214
56,IGF124081,BBN003-32849-SSC-UNS,SI-TT-E3,SSC,RNAseq,UNS,BBN003-32849-SSC-UNS,BBN003_32849
57,IGF124082,BBN003-32849-SSC-ENR,SI-TT-E4,SSC,RNAseq,GEN,BBN003-32849-SSC-ENR,BBN003_32849
58,IGF124083,BBN-7617-SSC-UNS,SI-TT-E5,SSC,RNAseq,UNS,BBN-7617-SSC-UNS,BBN_7617
59,IGF124084,BBN-7617-SSC-ENR,SI-TT-E6,SSC,RNAseq,GEN,BBN-7617-SSC-ENR,BBN_7617
60,IGF124085,BBN003-34161-SSC-UNS,SI-TT-E7,SSC,RNAseq,UNS,BBN003-34161-SSC-UNS,BBN003_34161
61,IGF124086,BBN003-34161-SSC-ENR,SI-TT-E8,SSC,RNAseq,GEN,BBN003-34161-SSC-ENR,BBN003_34161
62,IGF124087,BBN003-26951-MTG-ENR,SI-TT-E10,MTG,RNAseq,GEN,BBN003-26951-MTG-ENR,BBN003_26951
63,IGF124088,BBN003-26951-MTG-UNS,SI-TT-E9,MTG,RNAseq,UNS,BBN003-26951-MTG-UNS,BBN003_26951
0,IGF125056,BBN-9980-MTG_1,SI-NA-B5,MTG,ATACseq,,BBN-9980-MTG_1,BBN_9980
4,IGF125057,BBN006-36107-MTG_1,SI-NA-B6,MTG,ATACseq,,BBN006-36107-MTG_1,BBN006_36107
8,IGF125058,BBN-9984-MTG_1,SI-NA-B10,MTG,ATACseq,,BBN-9984-MTG_1,BBN_9984
12,IGF125059,BBN006-36170-MTG_1,SI-NA-B11,MTG,ATACseq,,BBN006-36170-MTG_1,BBN006_36170
16,IGF125060,BBN-2564-FC_1,SI-NA-B12,PFC,ATACseq,,BBN-2564-FC_1,BBN_2564
20,IGF125061,BBN-20121-FC_1,SI-NA-C3,PFC,ATACseq,,BBN-20121-FC_1,BBN_20121
24,IGF125062,BBN-9980-FC_1,SI-NA-C4,PFC,ATACseq,,BBN-9980-FC_1,BBN_9980
28,IGF125063,BBN002-30840-MTG_1,SI-NA-C5,MTG,ATACseq,,BBN002-30840-MTG_1,BBN002_30840
32,IGF125064,BBN-18407-FC_1,SI-NA-B7,PFC,ATACseq,,BBN-18407-FC_1,BBN_18407
36,IGF125065,BBN002-35951-FC_1,SI-NA-B8,PFC,ATACseq,,BBN002-35951-FC_1,BBN002_35951
40,IGF125066,BBN-24243-MTGa_1,SI-NA-B9,MTG,ATACseq,,BBN-24243-MTGa_1,BBN_24243a
44,IGF125067,BBN006-35453-MTG_1,SI-NA-C1,MTG,ATACseq,,BBN006-35453-MTG_1,BBN006_35453
48,IGF125068,BBN006-36102-MTG_1,SI-NA-C2,MTG,ATACseq,,BBN006-36102-MTG_1,BBN006_36102
52,IGF125069,BBN-22612-MT_1,SI-NA-C6,,ATACseq,,BBN-22612-MT_1,BBN_22612_MT
56,IGF125070,BBN006-30165-MTG_1,SI-NA-C7,MTG,ATACseq,,BBN006-30165-MTG_1,BBN006_30165
60,IGF125071,BBN002-32844-MTG_1,SI-NA-C8,MTG,ATACseq,,BBN002-32844-MTG_1,BBN002_32844
64,IGF125072,BBN001-35182-MTG_1,SI-NA-C9,MTG,ATACseq,,BBN001-35182-MTG_1,BBN001_35182
68,IGF125073,BBN006-35417-MTG_1,SI-NA-C10,MTG,ATACseq,,BBN006-35417-MTG_1,BBN006_35417
72,IGF125074,BBN002-26278-MTG_1,SI-NA-C11,MTG,ATACseq,,BBN002-26278-MTG_1,BBN002_26278
76,IGF125075,BBN002-36130-MTG_1,SI-NA-C12,MTG,ATACseq,,BBN002-36130-MTG_1,BBN002_36130
80,IGF125076,BBN002-28858-MTG_1,SI-NA-D1,MTG,ATACseq,,BBN002-28858-MTG_1,BBN002_28858
84,IGF125077,BBN-24243-MTG_1,SI-NA-D2,MTG,ATACseq,,BBN-24243-MTG_1,BBN_24243
88,IGF125078,BBN006-35560-MTG_1,SI-NA-D3,MTG,ATACseq,,BBN006-35560-MTG_1,BBN006_35560
92,IGF125079,BBN006-35513-MTG_1,SI-NA-D4,MTG,ATACseq,,BBN006-35513-MTG_1,BBN006_35513
96,IGF125080,BBN-20618-MTG_1,SI-NA-D5,MTG,ATACseq,,BBN-20618-MTG_1,BBN_20618
100,IGF125081,BBN002-32628-MTG_1,SI-NA-D6,MTG,ATACseq,,BBN002-32628-MTG_1,BBN002_32628
104,IGF125082,BBN006-30889-MTG_1,SI-NA-D7,MTG,ATACseq,,BBN006-30889-MTG_1,BBN006_30889
108,IGF125083,BBN006-34151-MTG_1,SI-NA-D8,MTG,ATACseq,,BBN006-34151-MTG_1,BBN006_34151
0,IGF125028,BBN-9980-MTG,SI-TT-B12,MTG,RNAseq,,BBN-9980-MTG,BBN_9980
