synapse_file_id  filename
syn53165657  RSMG8_2_S1_L001_R2_001.fastq.gz
syn53165549  RSMG8_3_S1_L001_R1_001.fastq.gz
syn53165660  RSMG8_3_S1_L001_R2_001.fastq.gz
syn53165548  RSMG8_4_S1_L001_R1_001.fastq.gz
syn53165659  RSMG8_4_S1_L001_R2_001.fastq.gz
syn53165550  RSMG8_5_S1_L001_R1_001.fastq.gz
syn53165661  RSMG8_5_S1_L001_R2_001.fastq.gz
syn53165551  RSMG9_1_S1_L001_R1_001.fastq.gz
syn53165662  RSMG9_1_S1_L001_R2_001.fastq.gz
syn53165552  RSMG9_2_S1_L001_R1_001.fastq.gz
syn53165663  RSMG9_2_S1_L001_R2_001.fastq.gz
syn53165553  RSMG9_3_S1_L001_R1_001.fastq.gz
syn53165664  RSMG9_3_S1_L001_R2_001.fastq.gz
syn53165554  RSMG9_4_S1_L001_R1_001.fastq.gz
syn53165665  RSMG9_4_S1_L001_R2_001.fastq.gz
syn53165556  RSMG9_5_S1_L001_R1_001.fastq.gz
syn53165667  RSMG9_5_S1_L001_R2_001.fastq.gz
syn53165555  RSMG9_6_S1_L001_R1_001.fastq.gz
syn53165666  RSMG9_6_S1_L001_R2_001.fastq.gz
syn53165557  RSMG9_7_S1_L001_R1_001.fastq.gz
syn53165668  RSMG9_7_S1_L001_R2_001.fastq.gz
syn53122857  S15_016_ITG_S1_L001_R1_001.fastq.gz
syn53123020  S15_016_ITG_S1_L001_R2_001.fastq.gz
syn53122859  S15_016_ITG_S2_L001_R1_001.fastq.gz
syn53123021  S15_016_ITG_S2_L001_R2_001.fastq.gz
syn53058705  S15_027_ITG_S1_L001_R1_001.fastq.gz
syn53061812  S15_027_ITG_S1_L001_R2_001.fastq.gz
syn53058704  S15_033_ITG_S1_L001_R1_001.fastq.gz
syn53061813  S15_033_ITG_S1_L001_R2_001.fastq.gz
syn53058708  S15_074_ITG_S1_L001_R1_001.fastq.gz
syn53061814  S15_074_ITG_S1_L001_R2_001.fastq.gz
syn53058709  S17_005_ITG_S1_L001_R1_001.fastq.gz
syn53061815  S17_005_ITG_S1_L001_R2_001.fastq.gz
syn53058710  S17_016_ITG_S1_L001_R1_001.fastq.gz
syn53061816  S17_016_ITG_S1_L001_R2_001.fastq.gz
syn53058711  S17_093_ITG_S1_L001_R1_001.fastq.gz
syn53061817  S17_093_ITG_S1_L001_R2_001.fastq.gz
syn53058713  S17_109_ITG_S1_L001_R1_001.fastq.gz
syn53061818  S17_109_ITG_S1_L001_R2_001.fastq.gz
syn53058714  S18_030_ITG_S1_L001_R1_001.fastq.gz
syn53061819  S18_030_ITG_S1_L001_R2_001.fastq.gz
syn53058715  S18_105_ITG_S1_L001_R1_001.fastq.gz
syn53061820  S18_105_ITG_S1_L001_R2_001.fastq.gz
syn53058717  S18_112_ITG_S1_L001_R1_001.fastq.gz
syn53061822  S18_112_ITG_S1_L001_R2_001.fastq.gz
syn53058716  S18_123_ITG_S1_L001_R1_001.fastq.gz
syn53061821  S18_123_ITG_S1_L001_R2_001.fastq.gz
